"","id","tweet","accident_truth","latitude_truth","longitude_truth","street_name_c1","street_name_c2","landmark_c1","landmark_c2"
"123","ma3map_scraped_4143","05:41 the jam that's about to hit Magadi road that area between CUEA and BOMAS is not small a truck has fallen along that stretch blocking one lane unless its cleared early carry tea time snack via @Flipthedj","Yes",-1.342082,36.762462,"Magadi road",NA,"CUEA (Catholic University of Eastern Africa);Bomas",NA
"124","ma3map_scraped_4149","21:07 Juja rd is a hell pale mlango after a small crash via @SalanoChavatuzi","Yes",-1.2672965,36.843625,"Juja rd","Juja Road","mlango","Mlango"
"125","ma3map_scraped_4166","19:56 #KCF882V @ntsa_kenya Mash Cool bound bus Hit a Boda rider on Careless overtaking driver was on high speed on a continous yellow line along at mackinnon road near Voi town Traffic Jam pile up since 7pm...this bus should face the Law. via @alekiilexxie","Yes",-999,NA,"Mackinnon road","None","Voi town","None"
"126","ma3map_scraped_4172","19:16 POST-CRASH CARE CURBS PREVENTABLE DEATH AND DISABILITY. Preventing road crashes from
occurring should be the main goal to be
pursued, but the reality is that crashes continue
to occur. Society has to b https://t.co/3XMe5IsJhL https://t.co/FKdHF2PVKG via @Chomtweet","No",NA,NA,NA,NA,NA,NA
"127","ma3map_scraped_4174","19:16 POST-CRASH CARE CURBS PREVENTABLE DEATH AND DISABILITY. Preventing road crashes from
occurring should be the main goal to be
pursued, but the reality is that crashes continue
to occur. Society has to b https://t.co/MoEf0Uhm8Q https://t.co/4fuNW3fAKN via @Chomtweet","No",NA,NA,NA,NA,NA,NA
"128","ma3map_scraped_4181","17:56 Am surprised that even the new highways coming up have no provision for emergency response vehicles. via @jobransupplies","No",NA,NA,NA,NA,NA,NA
"129","ma3map_scraped_4183","17:45 Fire at a house at Eleventh Street, Eastleigh, Nairobi. Emergency services is urgently required.  https://t.co/n6Hywloxax via @Huzeildu","No",NA,NA,NA,NA,NA,NA
"130","ma3map_scraped_4210","16:23 accident  https://t.co/NSW46HxHCi via @bobmalenyaperu","Yes",NA,NA,"None","None","None","None"
"131","ma3map_scraped_4215","15:28 Serious accident   along thika super highway. via @njihiakelvin","Yes",NA,NA,"Thika Superhighway","Thika Superhighway","None",NA
"132","ma3map_scraped_4242","10:31 accident at mlolongo inbound  https://t.co/ouICws5hff via @jnjui","Yes",-999,NA,"None","None","Mlolongo inbound","Mlolongo"
"133","ma3map_scraped_4259","08:19 You'll never find a bunch of bigger dickheads on a Kenyan road. Matatu drivers are mentally deficient ffs. Accident at Tom Mboya street. Had to crawl out the front door of the van driven by the moron on the left  https://t.co/MSkJVy6aEL via @MaiconCarioca54","Yes",-1.284543,36.826125,"Tom mboya street","Tom Mboya Street","None","None"
"134","ma3map_scraped_4267","08:06 Langata Road not bad, following from Sunshine..Kwani kuna state of emergency while I was sleeping... via @MichKatami","No",NA,NA,NA,NA,NA,NA
"135","ma3map_scraped_4271","08:00 Yesterday there was a Nasty accident at Ruaka/Banana junction. Police car was chasing a charcoal truck from Limuru Rd heading towards Ruaka. Truck rammed into a pickup.
Are police chases in Kenya safe?  https://t.co/UPfkotLiHf via @digitalmkenya","Yes",-1.2069895,36.785956,"Limuru Rd","None","Ruaka/Banana junction","Ruaka/Banana junction"
"136","ma3map_scraped_4277","07:31 Accident on southern bypass as you are heading to Karen roughly 5kms from the interchange. Container truck has left its lane and drove into lane heading towards Mombasa road. via @Roshnee5","Yes",NA,NA,"Southern Bypass","southern bypass","None","Karen interchange"
"137","ma3map_scraped_4296","07:11 All travellers on Thika Rd, Be Advised; minor accident btwn two passenger buses on outer lane of the main highway at Utalii opp NYS though traffic moving just fine Use inner lanes 2,3,4. Service lane moving faster     #M https://t.co/16ahP8Cgwc via @JeffGitari_254","Yes",-1.2574585,36.8543535,"Thika Rd","Thika Road","Utalii","Utalii opp NYS"
"138","ma3map_scraped_4323","06:10 a small accident at the roasters round about along thika road..be safe #accidents #saferroadsKE via @NjugunaSteve","Yes",-1.233941,36.8734135,"Thika road","Thika Road","Roasters roundabout","roasters round about"
"139","ma3map_scraped_4373","18:14 Reports of violent protests by residents of Ruaka town following a road accident. This is affecting traffic along Limuru road and Banana road. You are advised to avoid the area and use alternative routes. via @JoelSmokey","Yes",NA,NA,"Limuru road;Banana road","Limuru road and Banana road","None","None"
"140","ma3map_scraped_4376","18:02 Accident on Mombasa road near Mombasa cement. Approach with caution  https://t.co/S4y9X1m7DD via @Arapcris","Yes",-1.4318875,36.9633775,"Mombasa road","Mombasa Road","Mombasa Cement","Mombasa cement."
"141","ma3map_scraped_4386","17:03 The simple act of belting up has saved more lives than any other road safety intervention in history.A seatbelt can reduce the risk of a fatal injury up to 75% for rear seat occupants!Front seat occupa https://t.co/TcHeoCxYuv https://t.co/i2Zu2B3lnO via @Chomtweet","No",NA,NA,NA,"None",NA,"None"
"142","ma3map_scraped_4391","16:18 @IGkimaiyo @KTNNews @KTNKenya   Truck causes an accident at Ruaka while being chased by cops  https://t.co/UqJWPDEaeh via @pkihoi","Yes",-1.207129,36.785784,"None","None","Ruaka","Ruaka"
"143","ma3map_scraped_4423","13:51 Mombasa Nairobi highway some traffic but moving smoothly no major incidents via @bradleymugaisi","No",NA,NA,NA,NA,NA,NA
"144","ma3map_scraped_4426","13:14 Two accidents pale KU. Very sad drivers be careful  https://t.co/WB4i2zj0T5 via @Scofieldkinyua","Yes",-1.181235,36.938095,"None","None","KU (Kenyatta University)","KU"
"145","ma3map_scraped_4430","12:43 accident Nissan matatu and a lorry at the Kenyatta university Thika bound gate causing a snarl up via @SolomonMari","Yes",-1.18258,36.936678,"None","None","Kenyatta University","Kenyatta university Thika bound gate"
"146","ma3map_scraped_4432","12:39 Accident outside K.U thika road  https://t.co/069ZR50L7v via @willmwai","Yes",-1.18258,36.936678,"Thika road","Thika Road","KU (Kenyatta University)","KU"
"147","ma3map_scraped_4434","12:20 Accident at Thika super highway. Between a matatu and and a lory outside KU gate via @MasterKago1","Yes",-1.18258,36.936678,"Thika Superhighway","Thika super highway","KU (Kenyatta University)","KU gate"
"148","ma3map_scraped_4454","09:36 @I_am_Gathoni @wanji27    You remember the case unfortunately of the one who went onto Mombasa road and had a fatal crash around Imara? And the numerous ones on Mbagathi road. via @kiddysamurai","Yes",NA,NA,"Mombasa road;Mbagathi road","Mombasa Road","Imara","Imara"
"149","ma3map_scraped_4463","09:17 @ntsa_kenya @NPSOfficial_KE it is illegal in kenya to drive while under 18 BUT the issue of death should totally not rely on this line BUT on who did violate road safety rules to an extent of causing the accident. am not defen https://t.co/jLh92q5ZNh via @aamj1100","No",NA,NA,NA,NA,NA,NA
"150","ma3map_scraped_4477","08:24 I think the authorities (@KeNHAKenya, @ntsa_kenya, @PoliceKE) should communicate the requirement that slow drivers keep left, then start enforcing the same. Come to think of it, accidents are more likely to happen when fas https://t.co/XfgHtL1fmj via @KiplagatEric","No",NA,NA,NA,NA,NA,NA
"151","ma3map_scraped_4484","01:21 In nearly cities and urban centres all open spaces and parking lots are getting grabbed by greedy pple leaving no space for children to play or relax forcing them to play on roads or highways exposing them to accidents and ma https://t.co/HXfN7asCWz via @orutwasam","No",NA,NA,NA,NA,NA,NA
"152","ma3map_scraped_4493","22:48 #KCE930Q Pick N Peel truck:, being driven recklessly. Be careful on these roads &amp; stop driv~more â‡¢ https://t.co/XuoEDTyP0C via @micere","No",NA,NA,NA,NA,NA,NA
"153","ma3map_scraped_4497","22:48 #KCE973G Hit and run.This scumbag hit my car and took off this afternoon. Looking for this truck  https://t.co/ck0o8iX98B via @AyiekoE","Yes",NA,NA,"None","None","None","None"
"154","ma3map_scraped_4505","22:48 #KBS556D Unified poa Shame on the driver,you cant hit a bump injure your passengers~more â‡¢ https://t.co/wupLD9EOoE via @carllose_omamo","No",NA,NA,NA,NA,NA,NA
"155","ma3map_scraped_4519","21:37 Crazy accident on Mbagathi Way. Drive safe people. Don't use full lights if there is othe~more â‡¢ https://t.co/ojvlVivcbb via @ja_njaga","Yes",-1.308493,36.804687,"Mbagathi way","Mbagathi Way.","None","None"
"156","ma3map_scraped_4534","18:59 Accident between two matatus in Ngong Rd near Toyota. Traffic slow in the area cause they block both ways. via Suarez","Yes",-1.302702,36.7494215,"Ngong Rd","Ngong Road","Toyota","Near Toyota"
"157","ma3map_scraped_4565","11:39 heard there is an accident around Mai mahiu? Is it true? Heading that way. Pls confirm? via @doshi_chirag","No",NA,NA,NA,"None",NA,"Mai Mahiu"
"158","ma3map_scraped_4583","22:15 Be careful of these thieves who operate btn City stadium and Nacci~more â‡¢ https://t.co/UJwF13sfaS https://t.co/flxsPgKjC5 via @winjila","No",NA,NA,NA,NA,NA,NA
"159","ma3map_scraped_4586","21:18 This is lamu road Health hazard is witnessed here everyday bl~more â‡¢ https://t.co/bXAWCD9fvK https://t.co/eIEPCq970m via @litedjlubash","No",NA,NA,NA,NA,NA,NA
"160","ma3map_scraped_4587","21:18 This is lamu road Health hazard is witnessed here everyday bl~more â‡¢ https://t.co/bXAWCD9fvK https://t.co/wJlttYp2kG via @litedjlubash","No",NA,NA,NA,NA,NA,NA
"161","ma3map_scraped_1000","17:46 Accident along Thika Highway, Muthaiga under the bridge. Caution   @ClassicFM via @KevinKlester","Yes",-1.262035,36.840403,"Thika highway","Thika Highway","Muthaiga bridge","Muthaiga"
"162","ma3map_scraped_1001","17:44 Near death experience along Thika Rd pangoe..two nawasuku matatus side collision as they were overtaking each other at top speed..thank God no one was hurt via @Opande_Odongo","Yes",-1.266315,36.834746,NA,"Thika road",NA,"Pangani"
"163","ma3map_scraped_1007","17:37 just witnessed an almost accident at pangani bridge of a bus that was speeding n wen the driver tried to hold the breaks the bus took a uturn luckily there was no incoming car,drivers please go slow,the roads are slippe https://t.co/77GvMJy77p via @lindachepkwony6","No",NA,NA,NA,NA,NA,NA
"164","ma3map_scraped_1009","17:33 Accident along mombasa road; between reliance and kappa; creating jam here via @enockmakokha3","Yes",-1.360396,36.908357,"Mombasa road","Mombasa road","Reliance","Reliance; Kappa"
"165","ma3map_scraped_1024","16:57 double accidents on waiyaki way from Safaricom-Brooke side -Town causing heavy jam both to Westie and from westie to Kianda skul via @mose_chelsea","Yes",-1.259615,36.785986,"Waiyaki way","None","Safaricom, Brooke side","None"
"166","ma3map_scraped_1052","14:16 @MagnateLtd Hi. Your billboard on the junction of Ring Rd and Riverside Dr needs urgent attention! It's a hazard right now!  https://t.co/uCk47z77V5 via @MartinMutiga","No",NA,NA,NA,NA,NA,NA
"167","ma3map_scraped_1057","13:13 @KenyaPower_Care @EicNairobi I'm afraid they KenyaPower_Care can't solve that problem at the moment. Their agents are busy serving the millions of Kenyans who have queued at their offices waiting to buy electricity tokens. via @exit_smoke","No",NA,NA,NA,NA,NA,NA
"168","ma3map_scraped_1083","10:12 @LegendaryNgash   @KeNHAKenya I've witnessed 3 accidents between last week and today morning. It's sad that pedestrians don't use the footbridge but then atimes the footbridges  are too far from the ideal crossing points via @sarahgitau","No",NA,NA,NA,"None",NA,"None"
"169","ma3map_scraped_1114","09:01 Thika rd traffic starts at safaripark....issa disaster. via @Shallie_","No",NA,NA,NA,NA,NA,NA
"170","ma3map_scraped_1121","08:50 Good to see a footbridge being constructed on outering, Mathare North. If only we could also have some between Cabanas and Taj Mall. Too many accidents and near misses there @KeNHAKenya via @sarahgitau","No",NA,NA,NA,NA,NA,NA
"171","ma3map_scraped_1176","07:59 a bus hit a young girl between cabanas and Taj mall, service lane. Let's be careful guys via @sarahgitau","Yes",-1.327398,36.894241,"None","None","Cabanas, Taj mall","Cabanas; Taj mall"
"172","ma3map_scraped_1256","23:24 Horrible accident involving Nissan matatu route no2, Peugeot 504, BMW X3 and vitz behind Valley arcade Coco Jambo what's going on? via @musanike1","Yes",-1.289995,36.770244,"None","None","Valley arcade coco jambo","Valley arcade"
"173","ma3map_scraped_1269","21:49 Tharaka Nithi accident: Fatal accident involved 14 seater matatu and pick up #NTVWeekendEdition @TrevorOmbija via @MarkEreng4","Yes",NA,NA,"None","None","Tharaka Nithi","None"
"174","ma3map_scraped_1272","21:07 @Asmali77 @digitalmkenya  Cheap is very expensive! Even if it was a full tank , can replace the extent of damage done! Very bad! via @wanji27","No",NA,NA,NA,NA,NA,NA
"175","ma3map_scraped_1287","18:37 If you're going down Mombasa Road, there's been an accident just after the South 'B' turnoff (a bus has flipped over). Expect traffic buildup. via @MarkEreng4","Yes",NA,NA,"Mombasa road","Mombasa road","South B turnoff","South B turnoff"
"176","ma3map_scraped_1289","18:34 Heavy traffic from Thika to Witeithie due to an earlier accident at Witeithie. via @ThikaTowntoday","Yes",-1.068176,37.050495,"None","None","Waitethie","Weiteithie"
"177","ma3map_scraped_1292","18:03 An accident at Mombasa road a few metres to Eka Hotel. Traffic building up. via @filex_r","Yes",-1.323907,36.844779,"Mombasa road","Mombasa road","Eka Hotel","Eka Hotel"
"178","ma3map_scraped_1295","17:55 An accident in Mombasa Rd next to Security  Group caused by a private car exiting from She'll  https://t.co/MYL4pAZOMa via @Bazzpatt","Yes",-1.321812,36.842156,"Mombasa road","Mombasa road","Security Group","Shell"
"179","ma3map_scraped_1304","16:57 accident at witethie affecting 7 cars as you head towards Nairobi..drive with care  https://t.co/bL4fFNmf7a via @Austinsapr","Yes",-1.068176,37.050495,"None","None","Waitethie","Weiteithie"
"180","ma3map_scraped_1328","12:51 Caution...3 car fender bender just before Kijabe...causing a jam. via @delsi_bels","No",NA,NA,NA,NA,NA,NA
"181","ma3map_scraped_1329","12:38 small accident at kijabe causing traffic snal up to and from Nairobi via @donaldbrowinski","Yes",NA,NA,"None","None","Kijabe","Kijabe"
"182","ma3map_scraped_1361","00:39 Any incident on Thika road?? via @njeshmunditoz","No",NA,NA,NA,NA,NA,NA
"183","ma3map_scraped_1363","00:32 accident at bellevue outbound.  https://t.co/wtsT9k1qDl via @epimmanuel","Yes",-1.319572,36.8380405,"None","None","Bellevue outbound","Bellevue"
"184","ma3map_scraped_1372","22:07 Someone just got hit by a lorry opposite the Greenhouse on Ngong Road @PoliceKE    @KenyaRedCross Help via @_JustNabz","Yes",-1.3000195,36.7817435,"Ngong road","Ngong road","Green house","Greenhouse"
"185","ma3map_scraped_1378","21:23 there's an accident between museum hill and university way roundabout inbound. A car in the ditch. There are many cars on the curb and people stopping to look. Motorists be careful. via @tugengirl","Yes",-1.27874,36.814165,"University way","University way","Museum hill, University way roundabout","Museum hill"
"186","ma3map_scraped_1379","21:22 Magadi Rd is a disaster. via @__Kipling","No",NA,NA,NA,NA,NA,NA
"187","ma3map_scraped_1381","21:01 multiple car accident just past museum Hill inbound into town, outside KBC/ boulevard hotel. Slippery road... Police on site. via @wmutai","Yes",-1.2752715,36.8131915,"None","None","KBC/Boulevard hotel","KBC/Boulevard"
"188","ma3map_scraped_1383","20:36 Accident along Kangundo Rd, near Mogas Petrol Station, beware of a new jam creation.  https://t.co/fkC71grot5 via @TysonJohnTyson3","Yes",-1.283606,37.10071,"Kangundo road","Kangundo road","Mogas petrol station","Mogas Petrol Station"
"189","ma3map_scraped_1384","20:36 Accident along Kangundo Rd, near Mogas Petrol Station, beware of a new jam creation.  https://t.co/wFvHpBmvX6 via @TysonJohnTyson3","Yes",-1.283606,37.10071,"Kangundo road","Kangundo road","Mogas petrol station","Mogas Petrol Station"
"190","ma3map_scraped_1385","20:32 Accident near gateway mall Syokimau between a small car and a truck.. The vehicles remained dangerously in the middle of the highway for 1 and half hours.. Police just arrived via @RoyKoskey","Yes",-1.364254,36.911848,"None","None","Gateway mall syokimau","Gateway mall"
"191","ma3map_scraped_1390","20:21 Accident near gateway mall Syokimau between a small car and a truck.. The vehicles remained dangerously in the middle of the highway for 1 and half hours.. Police just arrived via @BabakeStone","Yes",-1.364254,36.911848,"None","None","Gateway mall syokimau","Gateway mall"
"192","ma3map_scraped_1397","19:36 magari matatu wamelambana Mombasa Road opposite Nextgen Mall. Drive with care via @TervilT","Yes",-1.3235415,36.844416,"Mombasa road","Mombasa road","Nextgen mall","Nextgen mall"
"193","ma3map_scraped_1399","19:21 Kuna hawa watu wanafagia thika rd. Who bewitched you mjinga anaweka life saver kwenye amesimama. Had an accident on Thursday via @Eddybweezy","No",NA,NA,NA,"Thika road",NA,"None"
"194","ma3map_scraped_1422","16:40 @MikeSonko The residents of this area (soweto kayole)use msa rd by the way to cbd do you think they care if its green or not or a breath of fresh air?  https://t.co/Wx2JjMQxnr via @SichReal","No",NA,NA,NA,NA,NA,NA
"195","ma3map_scraped_1451","14:38 Accident at Ruiru, along Thika bound main highway. via  https://t.co/sqqluas99O via @ThikaTowntoday","Yes",NA,NA,"None","Thika Highway","Ruiru","Ruiru"
"196","ma3map_scraped_1452","14:35 accident on the southern bypass near Ole sereni  https://t.co/upLRj4HmLy via @jnjui","Yes",-1.326672,36.8456975,"Southern bypass","Southern bypass","Ole sereni","Ole sereni"
"197","ma3map_scraped_1453","14:28 accident at Ruiru thika bound main highway  https://t.co/VXW0eEArfN via @Lincoln2113","Yes",NA,NA,"None","Thika Highway","Ruiru","Ruiru"
"198","ma3map_scraped_1466","13:02 I really pity fathers who drive with children on their laps. You might think its love but incase of a crash..that child will be dead before you. Think twice. via @loudsoliloque","No",NA,NA,NA,NA,NA,NA
"199","ma3map_scraped_1472","12:44 KCN 363C Landcruiser V8 driving recklessly.Has hit us and sped off shenzi sana via @Edugicheri","Yes",NA,NA,"None","None","None","None"
"200","ma3map_scraped_1477","12:32 #KCN363C Landcruiser V8 driving recklessly.Has hit us and sped off shenzi sana via @Edugicheri","Yes",NA,NA,"None","None","None","None"
"201","ma3map_scraped_1481","12:28 3 minor accidents reported between Blue Posts and Del View. via @ThikaTowntoday","Yes",-1.015158,37.073014,"None","None","Blue posts , Del view","Blue post; Del view"
"202","ma3map_scraped_1493","11:45 avoid kiambu rd btwn rock city n wanderjoy... There was an accident hope it's has been cleared. Traffic was terrible especially coming from town. via @sal_gooh","Yes",-1.234478,36.843502,"Kiambu road","Kiambu road","Rock city, wanderjoy","Rock city; Wanderjoy"
"203","ma3map_scraped_1553","08:11 those Kenyans who think spectating the Kasarani Shell station fire is visually exciting should see this incident in China and learn. Explosions are visually exciting from far and devastating too  https://t.co/ARpQFzjC06 via @kamaujst","No",NA,NA,NA,NA,NA,NA
"204","ma3map_scraped_1554","08:07 The situation on kasarani mwiki road, a whole month..   with the route as busy as it is... There's a daily accident and no one seems to be responding to FAQ's by people @MercyGakuya mmh.. @WanjikuRevolt  https://t.co/ku9nFHYYL3 via @vickyfranky","No",NA,NA,NA,NA,NA,NA
"205","ma3map_scraped_1571","01:45 This guy caused an accident on ngong road and ran away KCE 301E hit a passat glad everyone is ok  https://t.co/Fw8EQjOB5p via @ngash254","Yes",NA,NA,"Ngong road","Ngong road","None","None"
"206","ma3map_scraped_1580","22:02 @digitalmkenya @NairobiAlerts If you are not helping drive.Stopping your vehicle to ogle at an accident scene doesn't add value it only makes a bad situation worse. via @Max1Mash","No",NA,NA,NA,NA,NA,NA
"207","ma3map_scraped_1582","21:50 Accident on the tunnel going into cbd on Thika road, accident also above heading out of town, people stopping cars to see what's going on causing the traffic   @digitalmkenya  https://t.co/N3AgcOifqK via @NairobiAlerts","Yes",NA,NA,"Thika road","Thika road","CBD tunnel","None"
"208","ma3map_scraped_1586","21:21 accident at muthaiga underpass Thika bound, involving a maroon car and police vehicle, traffic building up. via @SolomonMari","Yes",-1.262246,36.84035,"None","None","Muthaiga Underpass","Muthaiga underpass"
"209","ma3map_scraped_1593","20:58 Slight accident on thika super highway   just ukiingia githu 45 via @ForbesHoustone","Yes",NA,NA,NA,"Thika super highway",NA,"None"
"210","ma3map_scraped_1600","19:37 Accident at Mountain view near Kangemi heading town,     police on scene but traffic not moving towards kangemi via @j_elkanah","Yes",-1.269996,36.737964,"None","None","Mountain view","Mountain view"
"211","ma3map_scraped_1601","19:22 KCG785M of Dakika SACCO behaving atrociously on Ngong Road. Between Prestige Plaza and Ligi Ndogo driver has almost caused three accidents already. When will this impunity stop?? via @MugureGithuku","No",NA,NA,NA,NA,NA,NA
"212","ma3map_scraped_1617","18:30 Head on collision can be avoided...you just have to prepare for them. This explains;  https://t.co/1j4B7TrKA8 via @SafeDriver","No",NA,NA,NA,NA,NA,NA
"213","ma3map_scraped_1620","18:23 there is a HUGE hole in the middle of the road on valley Road at the stage opposite Panafric as a manhole cover has disappeared  and cars are driving into it and getting stuck. Beware especially now as it is getting dark - recipe for disaster via @wanjiru_karanja","No",NA,NA,NA,NA,NA,NA
"214","ma3map_scraped_1623","18:13 Why are this head on collision become so Normal 40% of accident we see on our roads is due to it hope and wish there were no fatality it so sad that our roads are worse than war zone via @PRSA_Roadsafety","No",NA,NA,NA,NA,NA,NA
"215","ma3map_scraped_1628","18:02 Accident around Maasai lodge Ongata Rongai Sironi restaurant via @dalmaskinara","Yes",-1.386387,36.815172,"None","None","Maasai lodge","Maasai Lodge Ongata Rongai Sironi restaurant"
"216","ma3map_scraped_1637","17:22 Just outside muthaiga police station, accident has occurred, along the highway. Ambulance on sight via @mwangikam1","Yes",-1.2595765,36.843525,"None","None","Muthaiga Police station","Muthaiga police station"
"217","ma3map_scraped_1645","16:56 Why more accidents in Kenyan roads. Log into the link and read my article. @ntsa_kenya  https://t.co/nhsx88PHAS via @rao_nyadundo","No",NA,NA,NA,NA,NA,NA
"218","ma3map_scraped_1658","16:10 Traffic on Mombasa Rd today town bound begins at NATION &amp; JKIA GATE due to accident at #Nice&amp;Lovely #CABANAS, GM &amp; AIRTEL ZEBRAS @ntsa_kenya @KeNHAKenya Can't this GATEWAY be supervised better? via @Kioko5a","Yes",-1.349447,36.904522,"Mombasa road","Mombasa road","Nice & Lovely","Nice and lovely"
"219","ma3map_scraped_1683","13:33 accident involving 3 matatus on Kiambu rd at quickmatt Thindigua... Traffic building up via @sal_gooh","Yes",-1.201716,36.833582,"Kiambu road","Kiambu road","Quickmatt Thindigua","Quickmatt Thindigua"
"220","ma3map_scraped_1694","12:24 @KeNHAKenya @JBoinnet     Kindly clear the main rd&amp;slip road at the AWASI junction.A fatal accident is looming as traders encroach. via @Byron_Menezes","No",NA,NA,"None",NA,"Awasi junction",NA
"221","ma3map_scraped_1763","07:54 &gt;80% of all serious or fatal car crashes are caused by men. via @MarkEreng4","No",NA,NA,NA,NA,NA,NA
"222","ma3map_scraped_1794","06:47 How many of us here understand the function of the ABS system in our cars? The days we understand this , we'll have minimum or reduced tail accidents on our roads. via @AderaJacob","No",NA,NA,NA,NA,NA,NA
"223","ma3map_scraped_1796","06:45 There is a 6-car accident at the Rosters descent. Jam iko past utalii after the scene via @SNJUNGE","Yes",-1.2345295,36.873103,"None","None","Rosters","Rosters"
"224","ma3map_scraped_1798","06:43 Multiple car accident at Roosters, Thika Road heading to town, no injuries though but is causing heavy traffic past Safari Park! The funny red lane is blocked... via @AntonyTripple","Yes",-1.2345295,36.873103,"Thika road","Thika road","Rosters","Rosters"
"225","ma3map_scraped_1799","06:43 I hope the early bird is experiencing the best of Waiyaki Way this hour.

No notable incident so far.

Hope to enjoy the same on Mombasa Road too... via @mp_philo","No",NA,NA,NA,NA,NA,NA
"226","ma3map_scraped_1804","06:39 minor accident on thika hway BTW roasters and Alsop's, on the innermost lane involving 5 cars via @WandakaKamau","Yes",-1.238966,36.870452,"Thika highway","Thika Highway","Rosters, Allsops","Roasters; Allsops"
"227","ma3map_scraped_1809","06:31 Tail accidents are becoming a routine along Thika Superhighway. Drivers MUST change the way they approach others from the rear. Some do not have functional warning lights via @AderaJacob","No",NA,NA,NA,NA,NA,NA
"228","ma3map_scraped_1812","06:26 accident at Allsops. Multiple pile up  of 6 cars.  Causing a tailback  no casualties only metal crash. Use service lane via @AnneNyamu","Yes",-1.24534,36.8665035,"None","None","Allsops","Allsops"
"229","ma3map_scraped_1813","06:24 6 car small accident on the highway just beyond Roasters.... use service lane until just before Allsops via @davidmuigai","Yes",-1.234032,36.873403,"None","None","Roasters","Roasters"
"230","ma3map_scraped_1814","06:20 The major cause of tail accidents on Thika Superhighway are vehicles without brake lights. It is safe to have and always check the brake lights. via @AderaJacob","No",NA,NA,NA,NA,NA,NA
"231","ma3map_scraped_1818","06:01 an accident on Thika Rd after garden City involving around 5cars via @liz_poppie","Yes",-1.231635,36.876914,"Thika road","Thika road","Garden city","Garden city"
"232","ma3map_scraped_1821","05:57 There's an accident at Muthaiga involving 4 vehicles, kindly use service-lanes towards town via @GukembaGachoki","Yes",NA,NA,"None","None","Muthaiga","Muthaiga"
"233","ma3map_scraped_1829","22:08 baaad traffic on Southern bypass towards langata, horrific accident causing massive pile up @KeNHAKenya @PoliceKE  https://t.co/ucIARv9SHs via @Enigma_inc","Yes",NA,NA,"Southern bypass","Southern bypass","None","None"
"234","ma3map_scraped_1832","21:40 accident on the southern by pass...ðŸ˜¢ via @NaiyeLoretta","Yes",NA,NA,"Southern bypass","Southern bypass","None","None"
"235","ma3map_scraped_1839","21:09 @KoilaiL What's happening? Any updates? Could it be linked to the fire incident on the southern bypass? via @MCiiru","No",NA,NA,NA,NA,NA,NA
"236","ma3map_scraped_1841","21:07 Thika road at Kimbo there is a road accident. A man was hit by a trailer. The road is blocked. via @GakibeWambui","Yes",-1.133084,36.974441,"Thika road","Thika road","Kimbo","Kimbo"
"237","ma3map_scraped_1846","20:58 a very grisly accident along southern bypass just behind Carnivore via @KavisuMichael","Yes",-1.328878,36.799897,"Southern bypass","Southern bypass","Carnivore","Carnivore"
"238","ma3map_scraped_1849","20:48 I can hear ambulances from the housing heading to bypass where the fire incident has occurred
Lord have mercy on the occupants via @Blockest","No",NA,NA,NA,NA,NA,NA
"239","ma3map_scraped_1852","20:42 horrible accident on the southern bypass. Vehicle on fire.. God have mercy!  https://t.co/qUSxR5B8oG via @Mahiralinda","Yes",NA,NA,"Southern bypass","Southern bypass","None","None"
"240","ma3map_scraped_1854","20:35 horrible accident on the southern bypass. Vehicle on fire.. God have mercy!  https://t.co/AyhzX4TJGI via @Mahiralinda","Yes",NA,NA,"Southern bypass","Southern bypass","None","None"
"241","ma3map_scraped_1855","20:35 there's a bad accident on southern bypass via @WWambua_","Yes",NA,NA,"Southern bypass","Southern bypass","None","None"
"242","ma3map_scraped_1882","19:23 If we are to achieve our dreams and aspirations of vision 2030, We must prioritize road safety. Improving our standards of living cannot be a reality if we spend billions of shillings on the aftermath of road crashes  https://t.co/NYRnPkFl0a via @Chomtweet","No",NA,NA,NA,NA,NA,NA
"243","ma3map_scraped_1906","18:54 @rakeshmistry1 Accident  hapo  karibu na  Gm.i guess the petrol  spill via @EmilyK70684538","Yes",-1.329798,36.870927,"None","None","GM","GM"
"244","ma3map_scraped_1962","17:12 Accident involving a Joy bus and 14-seater matatu at the Thika flyover as the bus attempted to overlap. Police taking care of matters. via @ThikaTowntoday","Yes",-0.878152,36.566685,"None","None","Thika flyover","Thika flyover"
"245","ma3map_scraped_1983","16:33 Stray donkey on highway at Gitaru careful via @zebedim     @digitalmkenya  https://t.co/OoJYTqoTWe via @NairobiAlerts","No",NA,NA,NA,NA,NA,NA
"246","ma3map_scraped_1984","16:28 Stray donkey on highway at Gitaru careful via @zebedim","No",NA,NA,NA,NA,NA,NA
"247","ma3map_scraped_1990","15:56 A minor accident reported at the Bidco junction. Not yet cleared. via @ThikaTowntoday","Yes",-1.05181,37.082969,"None","None","Bidco junction","Bidco junction"
"248","ma3map_scraped_2003","14:48 @PRSA_Roadsafety @GulfKavirondo                  The whole of Outering Road is a nightamare for Pedestrians and more-so the school kids! A disaster waiting to happen! via @Muhahami","No",NA,NA,NA,NA,NA,NA
"249","ma3map_scraped_2026","11:31 An accident at Ruiru on your way to Nairobi causing some snarl-ups. Being cleared.  https://t.co/arYf8YvMtu via @ThikaTowntoday","Yes",NA,NA,"None","None","Ruiru","Ruiru"
