rowid,tweet,origCategory,Hour,Month,Weekday,Year,date,newCategory
1417, Kenyan creativity on an overdrive. Amazing work  ,NA,13,10,Saturday,2017,10/28/17,NA
1418," This is how upcountry buses travel , carrying to many pede ",NA,13,10,Saturday,2017,10/28/17,NA
1419, Drivers take caution! Sustained gunshots at KENOL in a building with hostage situation ,NA,13,10,Saturday,2017,10/28/17,NA
1420, Turning at the Taj Mall interchange needs expansion to two lanes ,NA,13,10,Saturday,2017,10/28/17,NA
1421,   can the government consider compulsory acquisition of mountain mall Thika.  ,NA,13,10,Saturday,2017,10/28/17,NA
1422, you are not aware  how f*cked up this place is. you literary cant access fedha from tajmall. ,NA,13,10,Saturday,2017,10/28/17,NA
1423,   _Ÿ˜€kunao wazuri. i was once hit by a mat waiyaki way nea ,NA,13,10,Saturday,2017,10/28/17,accident
1424,"Start the weekend  at MUGG &amp; BEAN ON-THE-MOVE Limuru Road! Coffee, freshly baked giant muffins, cakes,â€_ https://t.co/MqFppO5Ycj",NA,14,10,Saturday,2017,10/28/17,NA
1425," This problem is ripple effect of next problem, no service &amp; pedestrian ",NA,14,10,Saturday,2017,10/28/17,NA
1426, The road-divide on Outering Rd at Mutindwa is littered garbage comprising lots of poly ,NA,14,10,Saturday,2017,10/28/17,NA
1427," other officers are more than officers,,,,,,  ",NA,15,10,Saturday,2017,10/28/17,NA
1428, spotted on thika road  ,NA,15,10,Saturday,2017,10/28/17,NA
1429, Reports of gangs removing people from Matatus along Ngong Rd between Nakumatt Junction an ,NA,15,10,Saturday,2017,10/28/17,NA
1430," #Nairobi River, I want to bury my son Rescue services needed ",NA,15,10,Saturday,2017,10/28/17,NA
1431, Avoid Ngong road if you can. ,NA,15,10,Saturday,2017,10/28/17,NA
1432, Getting off a mat on Likoni rd opposite BAT gate.  ,NA,15,10,Saturday,2017,10/28/17,NA
1433, Getting off a mat on Likoni rd opposite BAT gate.  ,NA,15,10,Saturday,2017,10/28/17,NA
1434," he is doing what he is supposed to do,  i understand they are being forced to do what they hate most... ",NA,15,10,Saturday,2017,10/28/17,NA
1435," lane hog spotted, always trying to cut their way through t ",NA,16,10,Saturday,2017,10/28/17,NA
1436, Has the situation in kawangware normalise? anyone on ground now? ,NA,16,10,Saturday,2017,10/28/17,NA
1437, FYI  ,NA,16,10,Saturday,2017,10/28/17,NA
1438, Blood Appeal  ,NA,16,10,Saturday,2017,10/28/17,NA
1439, #NgongRoad right now.  ,NA,17,10,Saturday,2017,10/28/17,NA
1440, #NgongRoad right now  ,NA,17,10,Saturday,2017,10/28/17,NA
1441, when will you deal with these vehicles that have after market LED lights on them. ,NA,18,10,Saturday,2017,10/28/17,NA
1443," Protesters marching on Gitanga Rd, near Amboseli rd chanting 'No peace' carrying sticks  ",NA,18,10,Saturday,2017,10/28/17,NA
1444, I saw a grown man defecate on the sidewalk on kenyatta avenue and I can't unsee him mooning the entire street ,NA,18,10,Saturday,2017,10/28/17,NA
1445, How is the traffic like on Langata road? is Magadi Road clear? ,NA,18,10,Saturday,2017,10/28/17,traffic
1447," please stay off Gitanga road, almost got attacked on my way home ,had to run off to a friends place ",NA,18,10,Saturday,2017,10/28/17,NA
1448," Protesters marching on Gitanga Rd, nr Amboseli  ",NA,18,10,Saturday,2017,10/28/17,NA
1450," motorists should be watchful when using Gitanga road, Naivasha Rd and Dagoreti corner ",NA,19,10,Saturday,2017,10/28/17,NA
1451, Heavy GSU presence along Gitanga Rd and Naivasha Rd in and out of Kawangware. Be warn ,NA,19,10,Saturday,2017,10/28/17,NA
1452, from westlands to kangemi into southern bypass all the way to Langata past kibera  ,NA,19,10,Saturday,2017,10/28/17,NA
1453, 1. Heavy GSU on Gitanga Road at Amboseli. 46&amp;56 Kawangware matatus drop pple at Amboseli for check up ,NA,19,10,Saturday,2017,10/28/17,NA
1454, mad traffic on Mombasa rd...wenye wako mbele iko nini?? ,NA,19,10,Saturday,2017,10/28/17,traffic
1455, A woman runs to safety amid police and resident clashes in Kibera. October 26th  ,NA,19,10,Saturday,2017,10/28/17,NA
1456,   almost went into a ditch after mai mahiu one Early morning wen confronted with the beam ,NA,20,10,Saturday,2017,10/28/17,NA
1457,   what is the latest updates Kawangware Area? ,NA,20,10,Saturday,2017,10/28/17,NA
1458, It'll be AM Thunderstorms tomorrow in Nairobi! With a high of 24Â°C and a low of 14Â°C. #Weather ,NA,21,10,Saturday,2017,10/28/17,NA
1459,  Excellent work ,NA,21,10,Saturday,2017,10/28/17,NA
1460, after a full year of contract China road and Bridge have managed to tarmac 300mtrs phas ,NA,22,10,Saturday,2017,10/28/17,NA
1461, I want to go there. Are the NTSA guys along that route? ,NA,2,10,Sunday,2017,10/29/17,NA
1462," Do not drink and drive Sleep in the bar, Safety first Happy weekend  ",NA,2,10,Sunday,2017,10/29/17,NA
1463, The bar stools are too tall.won't mind to be dropped home by a cop in th ,NA,5,10,Sunday,2017,10/29/17,NA
1464," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,7,10,Sunday,2017,10/29/17,NA
1465, a tree that fell on Haile Selassie near Uhuru Park junction. No casualties reported  ,NA,7,10,Sunday,2017,10/29/17,NA
1466, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,8,10,Sunday,2017,10/29/17,NA
1467, accident in between Kangemi and Sodom towards town. Exercise caution ,accident,9,10,Sunday,2017,10/29/17,accident
1468," This super highway  is confusing many drivers frm Ku to thika,,,,,,, _Ÿ™…_Ÿ™…_Ÿ™…_Ÿ™…  ",NA,9,10,Sunday,2017,10/29/17,NA
1469, The conductor of this Chania Travellers Sacco bus is one arroga ,NA,9,10,Sunday,2017,10/29/17,NA
1470, Top of the hour feed sponsored by Power hungry car meets its match; Chloride Exide Powerlast.  https://t.co/ZgR5MYpysc,NA,10,10,Sunday,2017,10/29/17,NA
1471,"With guaranteed staying power, Chloride Exide Powerlast is the premium battery for drivers keen on reliability andâ€_ https://t.co/oJjH3hC2el",NA,11,10,Sunday,2017,10/29/17,NA
1472, Also motorists and pedestrians need to see after the sun sets. Get to it pls...  ,NA,11,10,Sunday,2017,10/29/17,NA
1473, Add Kapenguria road (connects Uthiru to Ndumboini-Loresho) to ,NA,11,10,Sunday,2017,10/29/17,NA
1474," #HumanSideOfThePolice
Officer shares a banan ",NA,11,10,Sunday,2017,10/29/17,NA
1475, Madrid's rooftop gardens on buses  ,NA,12,10,Sunday,2017,10/29/17,NA
1476, You can't tell when you get to Jogoo road as the roundabout is missing ,NA,12,10,Sunday,2017,10/29/17,NA
1477, youths headed towards Gitanga rd  ,NA,13,10,Sunday,2017,10/29/17,NA
1478," This is federal road in Ibilo Edo state, links north to so ",NA,13,10,Sunday,2017,10/29/17,NA
1479, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,14,10,Sunday,2017,10/29/17,NA
1480, any updates on ngong road around kenya science ,NA,14,10,Sunday,2017,10/29/17,NA
1481, German machine flip over Japanese SUV Rock City Kiambu rd  ,NA,14,10,Sunday,2017,10/29/17,NA
1482, howâ€™s Langata road? ,NA,15,10,Sunday,2017,10/29/17,NA
1483, Thieves robbing guys randomly at Kawangware Sokoni. ,NA,15,10,Sunday,2017,10/29/17,NA
1484,"Whether on phone or laptop, #DontGetPlayed! https://t.co/S8JfS0KsQR",NA,15,10,Sunday,2017,10/29/17,NA
1486," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,16,10,Sunday,2017,10/29/17,NA
1487, how is langata road! ,NA,16,10,Sunday,2017,10/29/17,NA
1488, Woi Kitengela Tulikosea Nani? Mvua Starts From Kasina Mlolongo To Town. ,rain,16,10,Sunday,2017,10/29/17,rain
1489," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,17,10,Sunday,2017,10/29/17,NA
1490, What say you with this kind of impunity by this Rongai matatu?  ,NA,17,10,Sunday,2017,10/29/17,NA
1491, How is jogoo road ,NA,17,10,Sunday,2017,10/29/17,NA
1492, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,18,10,Sunday,2017,10/29/17,NA
1493, Southern bypass needs to be marked better esp the Kikuyu to Mombasa Rd direction. Took a ,NA,18,10,Sunday,2017,10/29/17,NA
1494, Hey shika Huyu..atabeba excess  ,NA,18,10,Sunday,2017,10/29/17,NA
1495, what's the situation of Thome-CBD javvs  ? ,NA,18,10,Sunday,2017,10/29/17,NA
1496," Lakini what happens at Witeithie, Thika rd, traffic is insane on Sundays.
Huyu Mchina aru ",NA,18,10,Sunday,2017,10/29/17,traffic
1497, I thought you told the matatus to use the bus park on waiyaki way. They  ,NA,18,10,Sunday,2017,10/29/17,NA
1498, Any town that's in kajiado county and close to a city has chaotic traffic ,NA,18,10,Sunday,2017,10/29/17,traffic
1499," Heavy traffic jam on Thika road as you approach Witeithie ,all motorists need to slow down ",traffic,18,10,Sunday,2017,10/29/17,traffic
1500, Possible Gun shots around Dennis Pritt...any info? via R,NA,19,10,Sunday,2017,10/29/17,NA
1501, jam outside Kangemi market. ,traffic,19,10,Sunday,2017,10/29/17,traffic
1502, Heavy traffic jam on Thika superhighway near the weigh bridge just after Kenyatta road ,traffic,19,10,Sunday,2017,10/29/17,traffic
1503, Wakubwa wa Kenya Power! Tafadhari restore Power around Ngina Rd. Riruta. Its Very dang ,NA,19,10,Sunday,2017,10/29/17,NA
1504, gunshots in #Kileleshwa near Suguto Road? News? ,NA,19,10,Sunday,2017,10/29/17,NA
1505, Just heard gun shots as well. ,NA,19,10,Sunday,2017,10/29/17,NA
1506, You need a pedestrian bridge.This will get rid of the traffic significantly. ,NA,19,10,Sunday,2017,10/29/17,traffic
1507, Back stops at thy are one who come up with board designs on psv ,NA,19,10,Sunday,2017,10/29/17,NA
1508," If you paid attention in Physics, it all depends on the angle of impact as i ",NA,19,10,Sunday,2017,10/29/17,NA
1509," Kangundo road Bybass nini iaendelea,conductor wanashikwa na wanawacha abiria kwa gari bila hata kurudiza change ",NA,19,10,Sunday,2017,10/29/17,NA
1510, pedestrian fatality at Bellevue mombasa road heading towards airport ,NA,20,10,Sunday,2017,10/29/17,accident
1511, Accident  on waiyaki way. Drive carefully ,accident,20,10,Sunday,2017,10/29/17,accident
1512, It'll be Partly Cloudy tomorrow in Nairobi! With a high of 24Â°C and a low of 13Â°C. #Weather ,NA,21,10,Sunday,2017,10/29/17,NA
1513, heavy traffic on Msa Road towards town.  ,traffic,21,10,Sunday,2017,10/29/17,traffic
1514, Unconfirmed reports in Ongata Rongai-grps of unknown pole terrorising residents 'who didn't ,NA,22,10,Sunday,2017,10/29/17,NA
1515,"   There was an accident at Cabanas, but i left the cops clearing. ",accident,22,10,Sunday,2017,10/29/17,accident
1518, Riruta-Kabiria Mungiki whistling carrying crude weapons on the road. Its not safe ,NA,1,10,Monday,2017,10/30/17,NA
1519," Riruta-Kabiria is bad,Mungiki numbering 200 moving along the road.Police sirens can be heard.. ",NA,1,10,Monday,2017,10/30/17,NA
1520, Just spotted a hyena on the Southern bypass close to Ngong Rd. Considering there are chaps  ,NA,1,10,Monday,2017,10/30/17,NA
1521, alot of shouting and gunfire along kabiria &amp; kikuyu RD.people re-grouping ,NA,1,10,Monday,2017,10/30/17,NA
1522," Talk to your pple,there's trouble on Dagoretti South.A crowd of 200+ people ",NA,1,10,Monday,2017,10/30/17,NA
1523,    Should guys avoid Southern bypass??? ,NA,1,10,Monday,2017,10/30/17,NA
1524, A group of pple along Naivasha road in Kawangware are chanting No Uhuru No Peace..They must be armed..Stay away ,NA,2,10,Monday,2017,10/30/17,NA
1525," Verify before you post,.. There are people out there out to spread lies so  ",NA,4,10,Monday,2017,10/30/17,NA
1526, 01:02 Riruta-Kabiria Mungiki whistling carrying crude weapons ,NA,4,10,Monday,2017,10/30/17,NA
1527," Accident at mombasa road paat cabanas ,Traffic building up ",accident,5,10,Monday,2017,10/30/17,accident
1527," Accident at mombasa road paat cabanas ,Traffic building up ",accident,5,10,Monday,2017,10/30/17,traffic
1528, Knocked down electrical pole lying dangerously on the road right before uhuru gardens t ,NA,5,10,Monday,2017,10/30/17,NA
1529, Today Nairobi - Cloudy with a high of 22.Â°C. Winds East at 11.3 to 14.5kph...have a cool day.. ,NA,6,10,Monday,2017,10/30/17,NA
1530, Be cautious when driving to town from langata. There is a fallen pole opposite uhuru g ,NA,6,10,Monday,2017,10/30/17,NA
1531," Btw ma mathree, loud music in the morning is a NO, ESP GOSPEL It's like you are forcin ",NA,6,10,Monday,2017,10/30/17,NA
1532," Accident near airport junction Msa Rd inbound, jam building up. Stay safe and keep le ",accident,6,10,Monday,2017,10/30/17,traffic
1532," Accident near airport junction Msa Rd inbound, jam building up. Stay safe and keep le ",accident,6,10,Monday,2017,10/30/17,accident
1533, hows thika road ,NA,6,10,Monday,2017,10/30/17,NA
1534, Thika rd is ok but slow all the way to Pangani ,NA,6,10,Monday,2017,10/30/17,NA
1535, how's ngong road ,NA,6,10,Monday,2017,10/30/17,NA
1536, Now at Allsopps moving well ,NA,6,10,Monday,2017,10/30/17,NA
1537, Traffic Update: _Ÿ__Langata Road at Uhuru Gardens busy but moving  ,NA,6,10,Monday,2017,10/30/17,traffic
1538, BAD accident at Nice &amp; Lovely just before Cabanas on Msa Rd causing MASSIVE tail back to Mlolongo. Police scene ,accident,6,10,Monday,2017,10/30/17,accident
1539, Traffic Update_Ÿ__Langata Road Easing Up at U. Gardens  ,NA,6,10,Monday,2017,10/30/17,traffic
1540, Thika Road back to its former self. Crazy traffic as always towards town starts at Allsops. ,NA,6,10,Monday,2017,10/30/17,traffic
1541, Roads are very clear from Kangundo rd to Jogoo rd. Traffic building up on Jogoo rd from Makadara but moving very fast ,NA,6,10,Monday,2017,10/30/17,traffic
1542, how is Thika road? ,NA,6,10,Monday,2017,10/30/17,NA
1543, #TrafficAlert Morning maina Mombasa rd from simba cement towards S ,NA,6,10,Monday,2017,10/30/17,NA
1544, Limuru road clear for now but slowing down at Aga Khan towards town ,NA,6,10,Monday,2017,10/30/17,NA
1545, 30 minutes from Nyayo Embakasi to Westlands btw 6.00 am and 6.30am... wonderful ,NA,6,10,Monday,2017,10/30/17,NA
1546, Terrible accident near juction airport involving a saloon car that hit a trailer. ,accident,6,10,Monday,2017,10/30/17,accident
1547, a minor accident along kiambu rd near cid involving  4 matatus ,accident,6,10,Monday,2017,10/30/17,accident
1548," Kahawa Wendani is one of the most expensive stage, in terms of fare to &amp; from the city ",NA,6,10,Monday,2017,10/30/17,NA
1549, Top of the hour feed sponsored by Power hungry car meets its match; Chloride Exide Powerlast.  https://t.co/ZgR5MYpysc,NA,7,10,Monday,2017,10/30/17,NA
1550, Mombasa rd from kama imeshikana     ,NA,7,10,Monday,2017,10/30/17,NA
1551, fatal accident at Airport junction.. Several feared dead ,accident,7,10,Monday,2017,10/30/17,accident
1552, is Kawa geared naivasha road safe today?? ,NA,7,10,Monday,2017,10/30/17,NA
1553,"   Those guys Wa 'kujaza mat' are the reason why we are overcharged, off  ",NA,7,10,Monday,2017,10/30/17,NA
1554, from tmall Mbagathi way your best bet. Traffic too heavy towards Nyayo ,NA,7,10,Monday,2017,10/30/17,traffic
1555, Traffic Update:_Ÿ__Build up as you Approach Bunyala Roundabout Inbound  ,NA,7,10,Monday,2017,10/30/17,traffic
1556, superhighway is back to default setting..Hehe ,NA,7,10,Monday,2017,10/30/17,NA
1557, superhighway is back to default settings Hehe ,NA,7,10,Monday,2017,10/30/17,NA
1558, Traffic Update: Taifa Road/Harambe Avenue Junction in Nairobi CBD  ,NA,7,10,Monday,2017,10/30/17,traffic
1559, Traffic Update_Ÿ__ Harambee Avenue  ,NA,7,10,Monday,2017,10/30/17,traffic
1560, Traffic update : _Ÿ__ Taifa Road in Nairobi CBD  ,NA,7,10,Monday,2017,10/30/17,traffic
1562," Thika road hakuna jam, ni 15 minutes to town ",traffic,7,10,Monday,2017,10/30/17,traffic
1563, Traffic Update:Tom Mboya street  ,NA,7,10,Monday,2017,10/30/17,traffic
1564, Limuru road ni teketeke ,NA,7,10,Monday,2017,10/30/17,NA
1565, A Toyota wish hit a trailer from behind. It's really really bad accident [Airport junction] ,accident,7,10,Monday,2017,10/30/17,accident
1566, 118 traffic bumper to bumper Zen Garden all the way to spring valley ,traffic,7,10,Monday,2017,10/30/17,traffic
1568, thika road not moving ,NA,7,10,Monday,2017,10/30/17,NA
1569, Traffic Update:_Ÿ__Build up on Thika Superhighway near GSU Hq  ,NA,7,10,Monday,2017,10/30/17,traffic
1570, how else do you know it's a work day other than through the traffic on thika road.... So yeah it is ,NA,7,10,Monday,2017,10/30/17,traffic
1571, Tragic accident along Kiambu road just past ole sidai ,accident,7,10,Monday,2017,10/30/17,accident
1572," Bad accident on Kiambu road between Coffee garden drive and Total, ",accident,7,10,Monday,2017,10/30/17,accident
1573, Hows traffic at thika rd...need to pass by neema ,NA,7,10,Monday,2017,10/30/17,traffic
1574, there is a serious accident on kiambu road past Oleng Sidai. ,accident,7,10,Monday,2017,10/30/17,accident
1575, terrible terrible accident on kiambu road. Sad. ,accident,7,10,Monday,2017,10/30/17,accident
1576, ambulances needed at kiambu rd asap.rock city ,NA,7,10,Monday,2017,10/30/17,NA
1577, No traffic on thika road. 20mins to town. I thought today was the mondayiest Monday of all Mondays ,NA,7,10,Monday,2017,10/30/17,traffic
1578, nasty accident on Kiambu rd just before Shark place ,accident,7,10,Monday,2017,10/30/17,accident
1579, Kiambu road to town and to Kiambu just after Ridgeways accident.  ,accident,7,10,Monday,2017,10/30/17,accident
1580, An accident has happened before Rock City on Kiambu Rd involving 3 cars. One guy was d ,accident,7,10,Monday,2017,10/30/17,accident
1581, 3 personal cars involved. Near rock city ,NA,7,10,Monday,2017,10/30/17,NA
1582, thika road imeshikana kwani umepitia wapi? ,NA,7,10,Monday,2017,10/30/17,NA
1583," Ambulances needed on Kiambu Rd after 3 cars were involved in accident. People injured, one possibly really bad. ",accident,7,10,Monday,2017,10/30/17,accident
1584, Alas! No traffic on Thigiri Ridge heading to Westlands. Starts at Peponi road but moving really well. ,NA,7,10,Monday,2017,10/30/17,traffic
1585, #KiambuRoad Traffic is caused by this accident  ,accident,7,10,Monday,2017,10/30/17,accident
1585, #KiambuRoad Traffic is caused by this accident  ,accident,7,10,Monday,2017,10/30/17,traffic
1586, Valley Road near Silver Springs hotel jam parked in all directions ,traffic,7,10,Monday,2017,10/30/17,traffic
1587," Yes,when there's traffic you know that the country is slowly moving to normalcy ",NA,7,10,Monday,2017,10/30/17,traffic
1588, One car is upside down and the other two are damaged... pedestrians are working to rem ,NA,7,10,Monday,2017,10/30/17,NA
1589, matatu hits a tractor from behind near kiambu school ,NA,7,10,Monday,2017,10/30/17,NA
1590, Top of the hour feed sponsored by Power hungry car meets its match; Chloride Exide Powerlast.  https://t.co/ZgR5MYpysc,NA,8,10,Monday,2017,10/30/17,NA
1591, a saloon car hits a transit goods from behind ,NA,8,10,Monday,2017,10/30/17,NA
1592, kiambu Road jam again after an accident involving 3 vehicles ,accident,8,10,Monday,2017,10/30/17,traffic
1592, kiambu Road jam again after an accident involving 3 vehicles ,accident,8,10,Monday,2017,10/30/17,accident
1593, that accident along Kiambu road involving 3 vehicles is terrible. Fatalities must be involved. Sad morning ,accident,8,10,Monday,2017,10/30/17,accident
1595, North airport Road kameshikana ,NA,8,10,Monday,2017,10/30/17,NA
1596,As a fleet manager you need to be everywhere at once. Do it with the TOTAL Bon Voyage Card! Get one today and enjoyâ€_ https://t.co/C9msAJY9T2,NA,8,10,Monday,2017,10/30/17,NA
1597, Mombasa road slow but moving from cabanas heading to town ,NA,8,10,Monday,2017,10/30/17,NA
1598, Ambulance finally. Really nasty accident Kiambu Rd  ,accident,8,10,Monday,2017,10/30/17,accident
1599, fuel prices is a bit low at sea level at kitengela _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚  ,NA,8,10,Monday,2017,10/30/17,NA
1600, situation at kitengela cbd now  ,NA,8,10,Monday,2017,10/30/17,NA
1601, Kindly tuelimishe drivers on entertaining passengers. Unaekea abiria Kameme on a morni ,NA,8,10,Monday,2017,10/30/17,NA
1602, Updatesâ€‹ on Thika road ? Anyone ,NA,8,10,Monday,2017,10/30/17,NA
1603," Your officers are back on Magadi road,near banda school, ",NA,8,10,Monday,2017,10/30/17,NA
1604, outering kariobangi interchange flow....  ,NA,8,10,Monday,2017,10/30/17,NA
1605, juja Road airforce exit and entry things...  ,NA,8,10,Monday,2017,10/30/17,NA
1606, It's unusually there is minimum traffic along thika rd on a monday ,NA,8,10,Monday,2017,10/30/17,traffic
1607, Traffic incoming starts at NYS Thika rd ,NA,8,10,Monday,2017,10/30/17,traffic
1608, Kama unatumia Langata road na haujatoka bado. ..utatii ,NA,8,10,Monday,2017,10/30/17,NA
1609, the supper highway thru Donholm is so built... But wasn't it Kidero's project?.. ,NA,8,10,Monday,2017,10/30/17,NA
1610, heavily guarded military equipment being moved along nothern bypass exercise caution they are stoping anywhere ,NA,8,10,Monday,2017,10/30/17,NA
1611, Major Gridlock on Lower Kabete Road. Avoid. ,NA,8,10,Monday,2017,10/30/17,traffic
1612, Jogoo road traffic moving slowly  ,NA,8,10,Monday,2017,10/30/17,traffic
1613, gridlock from naivas kiambu rd towards Muthaiga ,NA,9,10,Monday,2017,10/30/17,traffic
1614, boarding a mat frm ndenderu at 6 am is 30 bob to tao..same mat gets to ruaka fare inakuw ,NA,9,10,Monday,2017,10/30/17,NA
1615, langata road not looking  good  ,NA,9,10,Monday,2017,10/30/17,NA
1616, accident near club ole sidai ,accident,9,10,Monday,2017,10/30/17,accident
1617, I counted 10 dogs that have  knocked down on that along the Kitengela &gt;&gt; Kajiado route. what's sorcery is this? ,NA,9,10,Monday,2017,10/30/17,NA
1618, This is cbd kenyatta avenue to be precise    ,NA,9,10,Monday,2017,10/30/17,NA
1619, Please Amighty God put Kenyans together again... lets all say it by RT  ,NA,9,10,Monday,2017,10/30/17,NA
1620," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,10,10,Monday,2017,10/30/17,NA
1621, Langata road...  ,NA,10,10,Monday,2017,10/30/17,NA
1622," Wananchi waungana kusaidia walio husika kwenye ajali, kila wanap ",accident,10,10,Monday,2017,10/30/17,accident
1623, Traffic on Waiyaki way not so bad. 'Things are getting back to normal'  ,NA,10,10,Monday,2017,10/30/17,traffic
1624, Buses picking amd dropping passers on undesignated spots.  ,NA,11,10,Monday,2017,10/30/17,NA
1625, The stench at Githurai is back!? Ukiwa overpass in a moving vehicle. Aaaarrgh it s*cks. who is responsible?? ,NA,12,10,Monday,2017,10/30/17,NA
1626, Where are the trees that made Ngong Road so beautiful?  ,NA,12,10,Monday,2017,10/30/17,NA
1627," Speed trap Waiyaki way outbound.
Cops Nairobi School. ",NA,12,10,Monday,2017,10/30/17,NA
1628, Accidents on Thika Road attributed to drunk driving  ,accident,12,10,Monday,2017,10/30/17,accident
1629," I hope easy coach management is aware of this talented boy,,, he ",NA,12,10,Monday,2017,10/30/17,NA
1630, Am in Utawala getting loud n clear. Matanda. ,NA,12,10,Monday,2017,10/30/17,NA
1631, Uhuru Highway towards Nyayo Stadium is slow but moving. ,NA,12,10,Monday,2017,10/30/17,NA
1632, Langata Road is free flowing at Nyayo Stadium. ,NA,13,10,Monday,2017,10/30/17,NA
1633, Langata Road from Madaraka to T Mall is free flowing. ,NA,13,10,Monday,2017,10/30/17,NA
1634, EasyCoach is looking for this young Artist.Anyone with information?  ,NA,13,10,Monday,2017,10/30/17,NA
1635, EasyCoach is looking for this young Artist.Anyone with information?  ,NA,13,10,Monday,2017,10/30/17,NA
1636, How is jogoo road from pipeline to town ,NA,13,10,Monday,2017,10/30/17,NA
1637," I hope easy coach management is aware of this talented boy,,, he deserves your concern Ooh plz...  ",NA,13,10,Monday,2017,10/30/17,NA
1638," Why are there so many  Ambulances speeding to Kawangware ?
Do we have a problem? ",NA,13,10,Monday,2017,10/30/17,NA
1639, They will be replaced by a smooth tarmac built by the Japanese people continuation from KNH roundabout ,NA,13,10,Monday,2017,10/30/17,NA
1640, both ends of TajMall - Outer ring - Baba dogo bypass are makeshift markets n matatu termin ,NA,13,10,Monday,2017,10/30/17,NA
1641," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,14,10,Monday,2017,10/30/17,NA
1642, BREAKING NEWS: Matiangi's chase car stoned at Gatina Pri sch in Kawangware #KCPE2017  ,NA,14,10,Monday,2017,10/30/17,NA
1643,  what say you about the ,NA,14,10,Monday,2017,10/30/17,NA
1644," The mediocrity in this country is baffling. ""Smooth tarmac"" is so worth it. *Scoffs . ",NA,14,10,Monday,2017,10/30/17,NA
1645, Mahn si waannounce ii kitu saa sita usiku juu Ngong Road sasa itapitika aje ,NA,14,10,Monday,2017,10/30/17,NA
1646, Msa Road at NextGen Mall outbound! Too ear'ly for heavy traffic. What's happening mbele?  ,traffic,14,10,Monday,2017,10/30/17,traffic
1647, dumping Mutindwa Outering junction should be stopped. ,NA,14,10,Monday,2017,10/30/17,NA
1648, mombasa rd outbound very heavy from from capital centre  ,NA,15,10,Monday,2017,10/30/17,NA
1649, There's so much traffic on mombasa road. Where are people going? ,NA,15,10,Monday,2017,10/30/17,traffic
1650, Tailback is from langata Rd as the president heads there. ,NA,15,10,Monday,2017,10/30/17,NA
1651, how is mombasa rd ,NA,15,10,Monday,2017,10/30/17,NA
1652," Heavy police presence Tmall and langata road
Traffic building up on langata road and ",NA,15,10,Monday,2017,10/30/17,traffic
1653, Looks like everyone is going home. The traffic on Mombasa rd. ,NA,15,10,Monday,2017,10/30/17,traffic
1654, Traffic building up on mombasa road ,NA,15,10,Monday,2017,10/30/17,traffic
1655, Heavy police presence Tmall and langata road with traffic building up on langata road #ElectionsKE ,NA,15,10,Monday,2017,10/30/17,traffic
1656, Langata road exemplary clear this afternoon ,NA,15,10,Monday,2017,10/30/17,NA
1657, Traffic starts at Bellevue outbound ,NA,15,10,Monday,2017,10/30/17,traffic
1658, Accident ahead at Panari ,accident,15,10,Monday,2017,10/30/17,accident
1659, Mbagathi way traffic. Everyone seems to be rushing home before the announcement.  ,NA,15,10,Monday,2017,10/30/17,traffic
1660," Traffic on Valley road, Nairobi Hospital, Ngong road. ",NA,15,10,Monday,2017,10/30/17,traffic
1661, Current situation at Statehouse.Expect traffic disruptions on LangataRd shortly  ,NA,15,10,Monday,2017,10/30/17,traffic
1662, Traffic on Langata road is crazy.... Moving slowly ,NA,15,10,Monday,2017,10/30/17,traffic
1663," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,16,10,Monday,2017,10/30/17,NA
1664, Just witnessed an accident on Thika Rd. Innalillahi wa inna ilayhi raji'un. ,accident,16,10,Monday,2017,10/30/17,accident
1665," The traffic on Mombasa Road outbound town,you'd think Nairobi City has been quarantined    ",NA,16,10,Monday,2017,10/30/17,traffic
1666, No wonder iv been stuck at tmall for the last twenty minutes  ,NA,16,10,Monday,2017,10/30/17,NA
1667, I need to leave the office. How's Mombasa road to town? ,NA,16,10,Monday,2017,10/30/17,NA
1668, what kenya has become.  ,NA,16,10,Monday,2017,10/30/17,NA
1669, elgon/Kilimanjaro Upperhill 1610hrs  ,NA,16,10,Monday,2017,10/30/17,NA
1670, From town towards nyayo the jam is moving slowly ,traffic,16,10,Monday,2017,10/30/17,traffic
1671, #indoarea Heavy traffic on Lusaka road from dobie to city stadium ,traffic,16,10,Monday,2017,10/30/17,traffic
