"","id","tweet","accident_truth","latitude_truth","longitude_truth","street_name_c1","street_name_c2","landmark_c1","landmark_c2"
"361","categorizedTweets11_22_2017_840","accident at bluepost thika........................ Big traffic  be aware","Yes",-1.02426175,37.06711925,"None","None","bluepost thika","bluepost thika."
"362","categorizedTweets11_22_2017_841","Accident thika blue post,","Yes",-1.0243185,37.0671335,"None","None","blue post","thika blue post,"
"363","categorizedTweets11_22_2017_842","Thika road the worst with the so called speed guns. If not so you put a","No",NA,NA,"Thika road","Thika road","None","None"
"364","categorizedTweets11_22_2017_843","Accident at gwakairu towards thika lorry overturned blocking 2 lanes approach carefully","Yes",NA,NA,"None","None","gwakairu","gwakairu"
"365","categorizedTweets11_22_2017_844","Accident at Ruiru Thika superhighway","Yes",NA,NA,"Thika superhighway","Ruiru Thika superhighway","None","None"
"366","categorizedTweets11_22_2017_846","Lorry overturns at ruiru ""gwa kairu"" section.","Yes",NA,NA,"None","None","gwakairu","ruiru ""gwa kairu"" section"
"367","categorizedTweets11_22_2017_850","been in traffic all day on different routes with town, time to get a motorcycle","No",NA,NA,"None","None","None","None"
"368","categorizedTweets11_22_2017_854","There is an accident at the Utallii drift if not cleared soon expect mad traffic outbound","Yes",NA,NA,"None","None","Utalii drift","None"
"369","categorizedTweets11_22_2017_857","Is that stretch from the roundabout to Nairobi club still Haile selassie avenue ? I think it has another name","No",NA,NA,"Haile selassie avenue","None","Nairobi club","Nairobi club"
"370","categorizedTweets11_22_2017_860","Waiyaki rd, Nairobi inbound, jam starts at barracks but moving.","No",-1.2587815,36.77822775,"Waiyaki rd","Waiyaki road","barracks","barracks"
"371","categorizedTweets11_22_2017_861","16:41 Messy on Limuru up to Aga Khan","No",NA,NA,"None","None","None","None"
"372","categorizedTweets11_22_2017_864","Thika highway still with traffic jam","No",NA,NA,"Thika Highway","Thika highway","None","None"
"373","categorizedTweets11_22_2017_867","how is the traffic going to Diamond Plaza ?","No",-1.25801325,36.818657,"None","None","Diamond Plaza","Diamond Plaza"
"374","categorizedTweets11_22_2017_870","Additional layer of tarmac on Ngong Road between KNH and City Mortuary.","No",NA,NA,"Ngong road","Ngong Road","KNH;City mortuary","KNH:City Mortuary"
"375","categorizedTweets11_22_2017_877","Thika road ni accelaration tu...hakuna matata","No",NA,NA,"Thika road","Thika road","None","None"
"376","categorizedTweets11_22_2017_878","Mtongwe rd is moving","No",NA,NA,"Mtongwe rd","Mtongwe road","None","None"
"377","categorizedTweets11_22_2017_879","till Drive-In where its slow but moving","No",NA,NA,"None","None","None","Drive-In"
"378","categorizedTweets11_22_2017_88","Exactly. Even on highways, it's no wonder seeing slow vehicles n trucks","No",NA,NA,"None","None","None","None"
"379","categorizedTweets11_22_2017_881","Lusaka road towards town haisemeki","No",NA,NA,"Lusaka road","Lusaka road","None","None"
"380","categorizedTweets11_22_2017_882","Nazarene graduation affecting the traffic there","No",NA,NA,"None","None","None","None"
"381","categorizedTweets11_22_2017_888","Bunyala Rd to Main Uhuru Highway clear upto InterCont.Jam slow moving there on","No",NA,NA,"Bunyala Rd;Uhuru Highway","Bunyala Road;Uhuru Highway","InterCont","InterContinental hotel"
"382","categorizedTweets11_22_2017_89","near weighing bridge (sijui kunaitwa vipi apo) from Juja ni matatizo","No",NA,NA,"None","None","None","weighing bridge from juja"
"383","categorizedTweets11_22_2017_892","#NanyukiTown Traffic #Bamper #inbound and #Outbound Busy but Moving","No",NA,NA,"None","None","None","None"
"384","categorizedTweets11_22_2017_90","Manual control manenos at Railway station round about is causing mega mess today. H","No",NA,NA,"None","None","Railway station","Railway station round"
"385","categorizedTweets11_22_2017_901","sai kamenuka ile mbaya at weitethye jam kuruka","No",NA,NA,"None","None","None","None"
"386","categorizedTweets11_22_2017_902","BREAKING NEWS!!!!!

DEPUTY CHIEF JUSTICE Philomena Mwilu' s driver shot along Ngong ROAD Is this true??","No",NA,NA,"Ngong road","Ngong ROAD","None","None"
"387","categorizedTweets11_22_2017_903","REPORTS : Driver to DCJ shot and wounded on Ngong Road, near masaba hospital. He was buy","No",NA,NA,"Ngong road","Ngong Road","masaba hospital","near masaba hospital"
"388","categorizedTweets11_22_2017_906","Thika Road mbaya sana hapa Ruaraka.","No",NA,NA,"Thika Road","Thika Road","None","Ruaraka."
"389","categorizedTweets11_22_2017_91","Uhuru Highway, My God! About to clock an hour in this traffic. _̪���_ CX","No",NA,NA,"Uhuru Highway","Uhuru Highway","None","None"
"390","categorizedTweets11_22_2017_913","How is junction to karen? I need to know asap before risk.","No",NA,NA,"None","None","Junction","junction mall to karen"
"391","categorizedTweets11_22_2017_916","Traffic from Swatch towards Nairobi. What's going on ?","No",NA,NA,"None","None","Swatch","None"
"392","categorizedTweets11_22_2017_917","What's happening between Limuru and Kinoo?? We've been stuck for an hour","No",NA,NA,"None","None","None","Limuru ;Kinoo"
"393","categorizedTweets11_22_2017_919","two accidents on Magadi road this morning near GEMS and CUEA junction","Yes",NA,NA,"Magadi road","Magadi road","GEMS;CUEA junction","GEMS ; CUEA junction"
"394","categorizedTweets11_22_2017_925","Thika rd inbound bribe collectors are not on holiday. Collecting 50 bob as usual at Highpoint   Thika","No",NA,NA,"Thika rd","Thika road","Highpoint Thika","Highpoint   Thika"
"395","categorizedTweets11_22_2017_927","look at this simple accident along kagundo Road off saika estates....","Yes",-1.258386,36.916556,"Kagundo road","kagundo Road","None","off saika estates.."
"396","categorizedTweets11_22_2017_93","How is ngong road traffic looking?","No",NA,NA,"Ngong road","Ngong Road","None","None"
"397","categorizedTweets11_22_2017_936","Ukingia Embu town Askari walioko Karibu Na Embu County Hospital wamepewa mia ndio waku","No",NA,NA,"None","None","Embu County Hospital","Embu County Hospital"
"398","categorizedTweets11_22_2017_938","Thika superhighway literally deserted. Watu wamelala ama ni uoga ?","No",NA,NA,"Thika superhighway","Thika superhighway","None","None"
"399","categorizedTweets11_22_2017_94","Haille Selasie Avenue towards Landies Road is equally a big mess.","No",NA,NA,"Haille Selasie Avenue","Haille Selasie Avenue ; Landies Road","None","None"
"400","categorizedTweets11_22_2017_942","Women walk for peace along Moi Avenue, Nairobi. #ElectionsKE","No",NA,NA,"Moi Avenue","Moi Avenue","None","None"
"401","categorizedTweets11_22_2017_945","from Taj mall to town ni nyweeee.We need more holidays!","No",NA,NA,"None","None","Taj mall","Taj mall"
"402","categorizedTweets11_22_2017_947","have you been on Thika road??? Where we race with almost all mathrees","No",NA,NA,"Thika road","Thika road","None","None"
"403","categorizedTweets11_22_2017_955","Ali of Imara /Mombasa Rd. I would recommend him for any vehicle service. Knowled","No",NA,NA,"Mombasa Rd","Mombasa Rd.","None","Imara"
"404","categorizedTweets11_22_2017_956","As usual Githurai matatus have blocked Ronald Ngara","No",NA,NA,"None","Ronald Ngara","None","None"
"405","categorizedTweets11_22_2017_958","Anyone know how traffic is from Bomas to Rongai?","No",NA,NA,"None","None","None","Bomas to Rongai"
"406","categorizedTweets11_22_2017_962","No traffic bomas to rongai, traffic starts at Tuskys","No",NA,NA,"None",NA,"Tuskys","bomas ; rongai;Tuskys"
"407","categorizedTweets11_22_2017_967","all calm in the CBD","No",NA,NA,"None","None","None","None"
"408","categorizedTweets11_22_2017_970","Uni way....at this moment","No",NA,NA,"Uni way","University way","None","None"
"409","categorizedTweets11_22_2017_973","Limuru Road at Muthaiga is as packed as campaign promises and just like th","No",NA,NA,"Limuru Road","Limuru Road","None","None"
"410","categorizedTweets11_22_2017_984","from nairobi to juja ni smooth ride, no traffic","No",NA,NA,"None","None","None","nairobi to juja"
"411","categorizedTweets11_22_2017_986","Accident at Kenyatta market hence","Yes",NA,NA,"None","None","None","Kenyatta market"
"412","categorizedTweets11_22_2017_988","How is Mombasa Road at gateway","No",NA,NA,"Mombasa Road","Mombasa Road","Gateway","gateway"
"413","categorizedTweets11_22_2017_989","Nope there has been traffic on Mbagathi since morning","No",NA,NA,"None","Mbagathi road","None","None"
"414","categorizedTweets11_22_2017_991","Thika road is so clear","No",NA,NA,"Thika road","Thika road","None","None"
"415","categorizedTweets11_22_2017_997","how�ۡ���s the southern bypass from ole Sereni to Ngong Road","No",NA,NA,"Ngong road","southern bypass;Ngong Road","Ole Sereni","ole Sereni"
"416","categorizedTweets11_22_2017_998","Mombasa road blocked.. What's happening.","No",NA,NA,"Mombasa Rd","Mombasa road","None","None"
"417","categorizedTweets11_22_2017_999","Cars being turned back at the bunyala r/abt if entering town. I am heading to upperhill.","No",-1.2995672,36.8241316,"None","None","Bunyala r/abt","bunyala roundabout;upperhill."
"418","geocodedMultiHandle12_12wCategories_1013","Accident on Likoni~ Ukunda highway near Tiwi river, between Matatu and Motorcycle, no police on site�ۡ��_","Yes",NA,NA,"Likoni-Ukunda Highway","Likoni-Ukunda highway","Tiwi river","Tiwi river"
"419","geocodedMultiHandle12_12wCategories_1133","17;02 Abandoned car at Thika highway just after Pangani/ be careful @motoristsoffice","No",NA,NA,"Thika Highway","Thika highway","None","Pangani flyover"
"420","geocodedMultiHandle12_12wCategories_1175","Reported now: Pangani Thika bound accident blocking the highway. DTO Pangani sorting urgently @Ma3Route�ۡ��_","Yes",NA,NA,"None","Thika Highway","None","None"
"421","geocodedMultiHandle12_12wCategories_1189","We in have worked with them during the drought response and have full confidence in the leadership of the�ۡ��_","No",NA,NA,"None","None","None","None"
"422","geocodedMultiHandle12_12wCategories_1261","Accident along magadi road near park place","Yes",-1.355912,36.762073,"Magadi road","magadi road","park place","park place"
"423","geocodedMultiHandle12_12wCategories_1268","Confirmed. A bodaboda guy has been hit after KIST along Kiambu roa","Yes",NA,NA,"Kiambu road","Kiambu road","KIST","KIST"
"424","geocodedMultiHandle12_12wCategories_1378","There are two separate accidents at Cabanas...towards Airport. Dead body on the side","Yes",-1.33153,36.888197,"None","None","Cabanas","Cabanas"
"425","geocodedMultiHandle12_12wCategories_1380","Accident near Juja Mall, Thika Road","Yes",NA,NA,"Thika Road","Thika Road","Juja Mall","Juja Mall"
"426","geocodedMultiHandle12_12wCategories_1426","sorry guys very painful 22 dead yes 22 on a road accident but have seen any politician saying enough is enough does�ۡ��_","No",NA,NA,"None","None","None","None"
"427","geocodedMultiHandle12_12wCategories_1465","This is James Areja, a 34year old accident survivor. His spine was injured from the accident and now he's paralysed. Due�ۡ��_","No",NA,NA,"None","None","None","None"
"428","geocodedMultiHandle12_12wCategories_1504","The news of the death of Keneni and his crew, through a tragic road accident, is really sad and a great loss indeed to all�ۡ��_","Yes",NA,NA,"None","None","None","None"
"429","geocodedMultiHandle12_12wCategories_1533","17:10 Confirmed. A bodaboda guy has been hit after KIST along Kiambu roa  �ۡ��_","Yes",-1.184047,36.838581,"Kiambu road","Kiambu road","KIST","KIST"
"430","geocodedMultiHandle12_12wCategories_1536","hope and wish people involved are ok at the same time head on collision is now number 1 killer on our roads and we nee�ۡ��_","No",NA,NA,"None","None","None","None"
"431","geocodedMultiHandle12_12wCategories_1638","Our six crashworthiness tests represent the most common kinds of real-world crashes. The test most recently added is a�ۡ��_","No",NA,NA,"None","None","None","None"
"432","geocodedMultiHandle12_12wCategories_1663","""Control your horizons as opposed to working within other's limits"" to graduands during the East Afr�ۡ��_","No",NA,NA,"None","None","None","None"
"433","geocodedMultiHandle12_12wCategories_1837","Has he had the accident claim sorted out with the insurance?","No",NA,NA,"None","None","None","None"
"434","geocodedMultiHandle12_12wCategories_1854","Accident on Mombasa Rd betwe�ۡ��_","Yes",NA,NA,"Mombasa rd","Mombasa Road","None","None"
"435","geocodedMultiHandle12_12wCategories_1892","These accidents are now to�ۡ��_","No",NA,NA,"None","None","None","None"
"436","geocodedMultiHandle12_12wCategories_1895","Cabanas to Museum all clear.no incident on both sides.Wangari Mathai road at Limuru road overpass Thika bound has a�ۡ��_","No",NA,NA,"Wangari Mathai road;Limuru road","Wangari Mathai road; Limuru road","Cabanas;Museum","Cabanas ;Museum"
"437","geocodedMultiHandle12_12wCategories_1898","Ruiru to Thika and back all clear. No incident at all","No",NA,NA,"None","None","None","Ruiru to Thika"
"438","geocodedMultiHandle12_12wCategories_1901","A sad morning to loose 4 lives in one accident near Roysambu now.on scene with car rammed into lorr�ۡ��_","Yes",NA,NA,"None","None","None","Roysambu"
"439","geocodedMultiHandle12_12wCategories_1902","A sad morning to loose 4 lives in one accident near Roysambu now.on scene with car rammed in�ۡ��_","Yes",NA,NA,"None","None","None","Roysambu"
"440","geocodedMultiHandle12_12wCategories_1907","NTSA maps out areas where road accidents are likely to occur to avert deaths in the festive season","No",NA,NA,"None","None","None","None"
"441","geocodedMultiHandle12_12wCategories_1923","20 escape death after riders set bus ablaze .. after a boda boda hit the bus at a petrol station","Yes",NA,NA,"None","None","None","None"
"442","geocodedMultiHandle12_12wCategories_1926","08:19 act before a disaster.. Uthiru junction.. Making a wrong turn","No",NA,NA,"None","None","Uthiru Junction","Uthiru junction"
"443","geocodedMultiHandle12_12wCategories_1944","Today�ۡ���s 1/2 marathon dedicated to push by Japan _̪����_̪��� &amp; Kenya _̪����_̪���� to achieve universal health coverage,  #UHC, which is critical�ۡ��_","No",NA,NA,"None","None","None","None"
"444","geocodedMultiHandle12_12wCategories_1945","A trip back in history to how Boma International College was envisioned and the journey to reality. Watch the Secretary Ge�ۡ��_","No",NA,NA,"None","None","Boma international college","None"
"445","geocodedMultiHandle12_12wCategories_1992","@MombasaCGW�ۡ��_","No",NA,NA,"None","None","None","None"
"446","geocodedMultiHandle12_12wCategories_1995","PSG�ۡ���s Kylian Mbappe to face his role model Cristiano Ronaldo of Real Madrid in Champions League round of 16 #UCLdraw //�ۡ��_","No",NA,NA,"None","None","None","None"
"447","geocodedMultiHandle12_12wCategories_204","bunyala towards #uhuruhighway has been a standstill for almost an hour now. why don't traffic cops let tr�ۡ��_","No",NA,NA,"Uhuru highway","bunyala ;uhuruhighway","None","None"
"448","geocodedMultiHandle12_12wCategories_208","Please deal with the images of potholes we have been tagging you","No",NA,NA,"None","None","None","None"
"449","geocodedMultiHandle12_12wCategories_212","09:36  please provide your county workers with reflector jackets, they are doing a great job on nyali bri�ۡ��_","No",NA,NA,"None","None","None","None"
"450","geocodedMultiHandle12_12wCategories_213","Reflective jackets and safety shoes are basic requirements�ۡ��_","No",NA,NA,"None","None","None","None"
"451","geocodedMultiHandle12_12wCategories_215","Ole wenu msipofika.","No",NA,NA,"None","None","None","None"
"452","geocodedMultiHandle12_12wCategories_216","This is sad to hear.","No",NA,NA,"None","None","None","None"
"453","geocodedMultiHandle12_12wCategories_218","Unholy Alliance 
No wonder all the overlapping and all time high pedestrians  fatalities


@�ۡ��_","No",NA,NA,"None","None","None","None"
"454","geocodedMultiHandle12_12wCategories_221","Nyali bridge. how about this pollution? I hear it stinks.","No",NA,NA,"None","None","Nyali bridge","Nyali bridge"
"455","geocodedMultiHandle12_12wCategories_222","Can you see the child crossing the road between the parked cars? #KillYourSpeed","No",NA,NA,"None","None","None","None"
"456","geocodedMultiHandle12_12wCategories_285","#EveryLife","No",NA,NA,"None","None","None","None"
"457","geocodedMultiHandle12_12wCategories_304","Sone people were just born with uncouth behaviours","No",NA,NA,"None","None","None","None"
"458","geocodedMultiHandle12_12wCategories_307","leave miraa out of your beefs man...don't�ۡ��_","No",NA,NA,"None","None","None","None"
"459","geocodedMultiHandle12_12wCategories_308","@roadsvolunteer
Always en�ۡ��_","No",NA,NA,"None","None","None","None"
"460","geocodedMultiHandle12_12wCategories_311","Never outshine the master. Get the Hardcover.","No",NA,NA,"None","None","None","None"
"461","geocodedMultiHandle12_12wCategories_313","18:35 Its graduation seaseon. Brace yourself for abnormal traffic.","No",NA,NA,"None","None","None","None"
"462","geocodedMultiHandle12_12wCategories_314","Heavy traffic on State Hs rd as u hed 2UoN Rnd-abt
Some traffic on Waiyaki way frm Lions place 2near Kangemi Dam area�ۡ��_","No",NA,NA,"State Hs rd;Waiyaki way","State Houses road ;Waiyaki way","Uon Rnd-abt;Lions place;Kangemi Dam area","UoN Rnd-abt;Lions place; Kangemi Dam"
"463","geocodedMultiHandle12_12wCategories_316","18:34  ""Experts Welcome Rwanda's e-Waste Recycling Facility �ۡ��_","No",NA,NA,"None","None","None","None"
"464","geocodedMultiHandle12_12wCategories_346","Training Opportunity!!!!
The African Alliance Advocate training will be held in Nairobi, Kenya, in March 2018. Applicat�ۡ��_","No",NA,NA,"None","None","None","None"
"465","geocodedMultiHandle12_12wCategories_351","Consultative meeting between NTSA and driving school proprietors on implementation of the new driving curriculum. //t�ۡ��_","No",NA,NA,"None","None","None","None"
"466","geocodedMultiHandle12_12wCategories_353","SUVs are the popular choice, but some are safer than others - #Kona (5 stars), #Equinox (5 stars),�ۡ��_","No",NA,NA,"None","None","None","None"
"467","geocodedMultiHandle12_12wCategories_354","18:06 via 
@allanmadoka

As rcv'd: #GKB189F and many others in 'big' cars entering K/Ave nyayo hse wrong side ALWAYS a�ۡ��_","No",NA,NA,"Kenyatta Avenue","Kenyatta avenue","Nyayo House","Nyayo house"
"468","geocodedMultiHandle12_12wCategories_359","Our safety ratings will now include results for a severe frontal crash on the passenger side. Right-front-seat passeng�ۡ��_","No",NA,NA,"None","None","None","None"
"469","geocodedMultiHandle12_12wCategories_364","15:15 how is pangani muranga road??","No",NA,NA,"Muranga road","pangani muranga road","None","None"
"470","geocodedMultiHandle12_12wCategories_366","Keep your Scania bus in top notch condition to maximize your uptime by regularly servicing your vehicle at our fully equipped�ۡ��_","No",NA,NA,"None","None","None","None"
"471","geocodedMultiHandle12_12wCategories_367","Did you know?
Rotating your tyres regularly;
- Promotes even tread wear
- Makes your ride smoother and handling safer�ۡ��_","No",NA,NA,"None","None","None","None"
"472","geocodedMultiHandle12_12wCategories_371","Speaking against women and girls harassment in our Matatus #mymatatustory","No",NA,NA,"None","None","None","None"
"473","geocodedMultiHandle12_12wCategories_372","Have your New Year's plan sorted. If not...has one for you!","No",NA,NA,"None","None","None","None"
"474","geocodedMultiHandle12_12wCategories_374","Think while you Drive this Weekend!!! #ArriveAlive","No",NA,NA,"None","None","None","None"
"475","geocodedMultiHandle12_12wCategories_377","Traffic abit slow approaching Allsops exit then clears,slows again abit at homeland bumps.We do everything poss�ۡ��_","No",NA,NA,"None","None","None","Allsops ;homeland"
"476","geocodedMultiHandle12_12wCategories_389","�ۡ����Measures taken to ensure pedestrian safety: erection of more footbridges &amp; pedestrian fences�ۡ��� Dr.Duncan Kibogong @ntsa_ken�ۡ��_","No",NA,NA,"None","None","None","None"
"477","geocodedMultiHandle12_12wCategories_391","�ۡ����There will be an increase in sensitization programs on different media platforms�ۡ��� Dr.Duncan Kibogong  @PoliceK�ۡ��_","No",NA,NA,"None","None","None","None"
"478","geocodedMultiHandle12_12wCategories_393","�ۡ����will ensure that there�ۡ���s an increase in law enforcement on the roads�ۡ��� Dr.Duncan Kibogong #BigCo�ۡ��_","No",NA,NA,"None","None","None","None"
"479","geocodedMultiHandle12_12wCategories_396","Wearing a seat belt reduces the risk of death #BuckleUp #FikaSalama.","No",NA,NA,"None","None","None","None"
"480","geocodedMultiHandle12_12wCategories_398","�ۡ����Everybody should be careful as the roads are going to be busy during the festive season�ۡ��� #SimonKimutai MatatuOwnersAssocia�ۡ��_","No",NA,NA,"None","None","None","None"
"481","geocodedMultiHandle12_12wCategories_399","�ۡ����should be very keen on licensing drivers going outside Nairobi�ۡ��� #SimonKimutai MatatuOwnersAssociation @PoliceK�ۡ��_","No",NA,NA,"None","None","None","None"
"482","geocodedMultiHandle12_12wCategories_400","Consultative meeting between NTSA and driving school proprietors on implementation of the new driving curriculum.","No",NA,NA,"None","None","None","None"
"483","geocodedMultiHandle12_12wCategories_426","From Bunyala road roundabout, to Haile Selassie roundabout is slow.","No",NA,NA,"Bunyala road roundabout;Haile selassie roundabout","Bunyala road;Haile Selassie","None","None"
"484","geocodedMultiHandle12_12wCategories_427","Moi Avenue, at the bomb blast memorial, towards Kencom, is flowing smoothly.","No",NA,NA,"Moi Avenue","Moi Avenue","Kencom","at the bomb blast memorial"
"485","geocodedMultiHandle12_12wCategories_435","Whats happening on southern bypass","No",NA,NA,"Southern bypass","southern bypass","None","None"
"486","geocodedMultiHandle12_12wCategories_437","cbd just a parking lot","No",NA,NA,"None","None","None","None"
"487","geocodedMultiHandle12_12wCategories_438","Lusaka Rd is a Mess","No",NA,NA,"Lusaka road","Lusaka Road","None","None"
"488","geocodedMultiHandle12_12wCategories_596","Is hit and run,outright murder,because no remorse was shown ?","No",NA,NA,"None","None","None","None"
"489","geocodedMultiHandle12_12wCategories_631","Kijabe junction accident on Nakuru highway will be cleared shortly.We have activated  from Lari.Tra�ۡ��_","Yes",NA,NA,"Nakuru Highway","Nakuru highway","Kijabe Junction","Kijabe junction"
"490","geocodedMultiHandle12_12wCategories_635","Likuru road at 6.57am;Ruaka-Redhill junction-Muthaiga mini market to city park all clear then slows towards CBD #K24Alfajiri","No",NA,NA,"Likuru road","Limuru road","Muthaiga mini market","Ruaka-Redhill junction;Muthaiga mini market ;city park"
"491","geocodedMultiHandle12_12wCategories_637","7.08am approaching Utalii drift building up. #K24Alfajiri","No",NA,NA,"None","None","Utalii drift","Utalii"
"492","geocodedMultiHandle12_12wCategories_638","Traffic abit slow approaching Allsops exit then clears,slows again abit at homeland bumps.We do everything possible�ۡ��_","No",NA,NA,"None","None","None","Allsops"
"493","geocodedMultiHandle12_12wCategories_65","The only city where effectively dressed men and women shamelessly spit on the pavements wIthout a care","No",NA,NA,"None","None","None","None"
"494","geocodedMultiHandle12_12wCategories_651","Accident now kastemil after Githurai 45 at the footbridge towards Nairobi.traffic will be heavy in a while.Another�ۡ��_","Yes",-1.2126358,36.903286,"None","None","Kastemil","kastemil"
"495","geocodedMultiHandle12_12wCategories_657","TRM-Ruiru-Thika-Garrisa road to Makongeni all clear.no incident . Good morning cc�ۡ��_","No",NA,NA,"Garissa road","Ruiru-Thika-Garrisa road","None","TRM ;Ruiru"
"496","geocodedMultiHandle12_12wCategories_660","Hit and run:body lying under cabanas footbridge Nairobi bound activated cc @tycoontraffic�ۡ��_","Yes",-1.3314778,36.88812038,"None","None","Cabanas footbridge","cabanas footbridge"
"497","geocodedMultiHandle12_12wCategories_661","Good driving by team.","No",NA,NA,"None","None","None","None"
"498","geocodedMultiHandle12_12wCategories_663","07:25 Langata road traffic is caused by KMTC graduation, not the construction of the roundabout","No",NA,NA,"Langata Rd","Langata road","None","None"
"499","geocodedMultiHandle12_12wCategories_667","Peponi Rd in dire need of upgrade, so many potholes","No",NA,NA,"Peponi Rd","Peponi Road","None","None"
"500","geocodedMultiHandle12_12wCategories_668","add a Rolls-Royce Wraith, Mercedes-AMG, McLaren 720S, Audi R8 to the patrol fleet","No",NA,NA,"None","None","None","None"
"501","geocodedMultiHandle12_12wCategories_670","�ۡ����Through social media  is able to get complaints from the public &amp; we warn the offenders directly, circula�ۡ��_","No",NA,NA,"None","None","None","None"
"502","geocodedMultiHandle12_12wCategories_674","This sidewalk on Arwings Khodek in Hurlingham is blocked by an unkempt wall and o�ۡ��_","No",NA,NA,"None","Arwings Khodek","None","Hurlingham"
"503","geocodedMultiHandle12_12wCategories_676","Saw a KAH reg 150-series earlier. Very subtle. ""Plain clothes"" ama namna gani?","No",NA,NA,"None","None","None","None"
"504","geocodedMultiHandle12_12wCategories_677","This stretch of road needs a dual carriageway separated by a crash barrier.  Prayers won't stop physics from happening https�ۡ��_","No",NA,NA,"None","None","None","None"
"505","geocodedMultiHandle12_12wCategories_714","Thru WASH in Kenya project being implemented in Kilifi, #RedCross is working to create awareness on menstrual hygie�ۡ��_","No",NA,NA,"None","None","None","None"
"506","geocodedMultiHandle12_12wCategories_715","RETWEET Widely #BloodAppeal O- blood required for a patient at Nairobi Hospital. To assist, call   0710 607220","No",-1.2952132,36.8051232,"None","None","Nairobi Hospital","Nairobi Hospital"
"507","geocodedMultiHandle12_12wCategories_717","In 2014 _̪����_̪���� became Person of the Year in Kenya for her admirable work to improve maternal &amp; child health.�ۡ��_","No",NA,NA,"None","None","None","None"
"508","geocodedMultiHandle12_12wCategories_720","Plain Hoodie, black in color available in all sizes. Contact 0725433423 or 0719789251 sold at a fair price.","No",NA,NA,"None","None","None","None"
"509","geocodedMultiHandle12_12wCategories_722","Grey plain Hoodie available at a fair price. Contact us on 0725433423 or 0719789251","No",NA,NA,"None","None","None","None"
"510","geocodedMultiHandle12_12wCategories_729","_̪�́: do things you like. do things that make you happy.","No",NA,NA,"None","None","None","None"
"511","geocodedMultiHandle12_12wCategories_751","What do you suggest to curb accidents at salgaa?","No",NA,NA,"None","None","None","salgaa"
"512","geocodedMultiHandle12_12wCategories_763","When there is an emergency alk road users are alarted by switching on sirens, hazard and full lights","No",NA,NA,"None","None","None","None"
"513","geocodedMultiHandle12_12wCategories_902","thika Road on your way to utalii Hotel there is an accident pliz use the upper road","Yes",-1.2576,36.854319,"Thika Road","Thika road","Utalii Hotel","Utalii Hotel"
"514","geocodedMultiHandle12_12wCategories_967","Emergency","No",NA,NA,"None","None","None","None"
"515","geocodedTweets11_29_1121","Accident at ruiru both sides of the road","Yes",NA,NA,"None","None","None","ruiru"
"516","geocodedTweets11_29_124","Drivers be warned drive at 30km/hr,An accident at Kinale Along NrbNvsha Highway","Yes",NA,NA,"NrbNvsha Highway","Nairobi-Naivasha Highway","None","Kinale"
"517","geocodedTweets11_29_1300","Accident involving a personal car &amp; MwiSacco Bus along Thika Super","Yes",NA,NA,"Thika Super","Thika Superhighway","None","None"
"518","geocodedTweets11_29_1391","accident near limuru...kamandura...no death fortunately...driver injured","Yes",NA,NA,"None","None","None","near limuru...kamandura"
"519","geocodedTweets11_29_153","accident at chiromo rd from town","Yes",NA,NA,"chiromo rd","chiromo road","None","None"
"520","geocodedTweets11_29_1679","accident in between Kangemi and Sodom towards town. Exercise caution","Yes",NA,NA,"None","None","None","Kangemi and Sodom t"
"521","geocodedTweets11_29_1750","BAD accident at Nice &amp; Lovely just before Cabanas on Msa Rd causing MASSIVE tail back to Mlolongo. Police scene","Yes",-1.349358,36.9046,"Msa Rd","Mombasa road","Nice & Lovely","Nice &amp;Lovely"
"522","geocodedTweets11_29_1758","Terrible accident near juction airport involving a saloon car that hit a trailer.","Yes",NA,NA,"None","None","Junction airport","junction airport"
"523","geocodedTweets11_29_177","Thika rd Outbound just b4 Githurai minor accident slowing traffic flow. Use service lane","Yes",NA,NA,"Thika rd","Thika road","None","Githurai"
"524","geocodedTweets11_29_1777","A Toyota wish hit a trailer from behind. It's really really bad accident [Airport junction]","Yes",NA,NA,"None","None","Airport junction","Airport junction"
"525","geocodedTweets11_29_1783","Tragic accident along Kiambu road just past ole sidai","Yes",-1.231037,36.842319,"Kiambu road","Kiambu road","Ole sidai","past ole sidai"
"526","geocodedTweets11_29_1784","Bad accident on Kiambu road between Coffee garden drive and Total,","Yes",NA,NA,"Kiambu road","Kiambu road","Coffee garden drive;Total","Coffee garden drive and Tota"
"527","geocodedTweets11_29_1787","terrible terrible accident on kiambu road. Sad.","Yes",NA,NA,"Kiambu road","kiambu road","None","None"
"528","geocodedTweets11_29_1790","nasty accident on Kiambu rd just before Shark place","Yes",NA,NA,"Kiambu rd","Kiambu road","Shark place","Shark place"
"529","geocodedTweets11_29_1795","Ambulances needed on Kiambu Rd after 3 cars were involved in accident. People injured, one possibly really bad.","Yes",NA,NA,"Kiambu Rd","Kiambu Road","None","None"
"530","geocodedTweets11_29_1805","that accident along Kiambu road involving 3 vehicles is terrible. Fatalities must be involved. Sad morning","Yes",NA,NA,"Kiambu road","Kiambu road","None","None"
"531","geocodedTweets11_29_184","Accident involving 5 vehicles along Mombasa Road on  bridge near Syokimau; heavy traffic snarl up.","Yes",NA,NA,"Mombasa Road","Mombasa Road","None","Syokimau"
